SMILES,MolWt,LogP,HBD,HBA,TPSA,RotBonds,AromaticRings,HeavyAtoms,FractionCSP3
CCC(C)C1C(=O)N2CCCCC2C(=O)NC(C(=O)NC(C(=O)N1)C3=CN(C4=CC=CC=C43)OC)CCCCCC(=O)NO,612.728,1.7233,5,7,171.1,10,2,44,0.580645161
CCC(C)C1C(=O)N2CCCCC2C(=O)NC(C(=O)NC(C(=O)N1)C3=CN(C4=CC=CC=C43)OC)CCCCCSC(=O)C,627.808,3.1075,3,7,138.84,10,2,44,0.59375
CCC(C)C1C(=O)N2CCCCC2C(=O)NC(C(=O)NC(C(=O)N1)C3=CN(C4=CC=CC=C43)CN5CCCC5)CCCCCC(=O)CC,662.876,4.1919,3,6,132.85,12,2,48,0.648648649
CCC(C)C1C(=O)N2CCCCC2C(=O)NC(C(=O)NC(C(=O)N1)C3=C(NC4=CC=CC=C43)C5=CC(=CC(=C5)OC)OC)CCCCCC(=O)CC,715.892,5.3494,4,7,158.93,13,3,52,0.525
CCC(C)C1C(=O)N2CCCCC2C(=O)NC(C(=O)NC(C(=O)N1)C3=C(C4=CC=CC=C4N=C3)Cl)CCCCCC(=O)CC,626.198,4.3855,3,6,137.57,10,2,44,0.575757576
CCC(C)C1C(=O)N2CCCCC2C(=O)NC(C(=O)NC(C(=O)N1)C3=C(C4=CC=CC=C4N=C3)N5CCCCC5)CCCCCC(=O)CC,674.887,4.7224,3,7,140.81,11,2,49,0.631578947
C1CCN2C(C1)C(=O)NC(C(=O)NC(C(=O)NC(C2=O)CC3=CC=CC=C3)CC4=CC=CC=C4)CCCCCC(=O)NO,591.709,1.7768,5,6,156.94,10,2,43,0.46875
CCC(C)C1C(=O)N2CCCCC2C(=O)NC(C(=O)NC(C(=O)N1)CC3=CC=C(C=C3)OC)CCCCCC(=O)NO,587.718,1.5888,5,7,166.17,11,1,42,0.633333333
C1CC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CC=CC=C3)CC4=CC=CC=C4)CCCCCC(=O)NO,577.682,1.3867,5,6,156.94,10,2,42,0.451612903
CC1(C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)N1)CCCCCC(=O)NO)CC3=CC=CC=C3)C,515.611,0.554,5,6,156.94,8,1,37,0.576923077
CCC(C)C(=O)OC1CCC=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O,390.52,3.9495,1,5,72.83,6,0,28,0.739130435
CNCCC1=CC(=C(C=C1)OC)CC2=CC(=CC(=C2OC)CC3=C(C=CC(=C3)CCNC)OC)CCNC,519.73,4.1797,3,6,63.78,16,3,38,0.4375
CC(C)N1C=NC2=C(N=C(N=C21)NCCO)NC3=CC(=CC=C3)Cl,346.822,3.2084,3,6,87.89,6,3,24,0.3125
CCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Br)OCC,388.265,4.9333,1,5,56.27,6,3,24,0.222222222
CCC1C(C(CC(=CC=CC(=C(OC(=O)C(=CC(=CC(C1O)C)C)OC)C(C)C(C(C)C2(CC(C(C(O2)C=CC)C)OC3CC(C(C(O3)C)OC(=O)N)O)O)O)OC)C)C)O,864.083,5.4583,6,14,225.92,11,0,61,0.695652174
C1(C(C(C2C(C1O)O2)O)O)O,162.141,-2.789,4,5,93.45,0,0,11,1
CC1C2CCC3C2(CCC4C3CC=C5C4(CCC(C5)N(C)C)C)CN1C,356.598,4.8096,0,2,6.48,1,0,26,0.916666667
CC(=CCCC1(C=CC2=C(O1)C=CC3=C2C(=O)C(=O)C(=C4C(=C5C(=O)C6=C(C7=C(C=C6)OC(C=C7)(C)CCC=C(C)C)C(=O)C5=O)C(=C8C(=C4O)C=CC9=C8C=CC(O9)(C)CCC=C(C)C)O)C3=O)C)C,953.097,10.5811,2,11,170.57,9,4,71,0.3
CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O)O,550.645,0.75,5,10,162.98,4,0,39,0.862068966
CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CCC4=CC(=O)CCC34C)C)O,402.487,2.5606,1,6,97.74,3,0,29,0.739130435
CCCCCC=CC=CC(=O)OC1CC2C(C(CC(C23C(OC(C3=C1)OC(=O)C)OC(=O)C)O)C)(C)CCC(=C)C=C,584.75,6.2616,1,8,108.36,13,0,42,0.617647059
CCCCCCCCCC(=O)OC1CC(C(C2C13C(OC(C3=CC(C2)O)OC(=O)C)OC(=O)C)(C)CCC(=C)C=C)C,588.782,6.7096,1,8,108.36,15,0,42,0.735294118
COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O,354.45,2.6471,2,4,65.56,1,2,26,0.571428571
C1=CC=C2C(=C1)C(=CN2)C(=O)C(=O)NC=CC3=CNC4=C3C=CC(=C4)Br,408.255,4.3815,3,2,77.75,4,4,26,0
C1=CC=C2C(=C1)C(=CN2)C=CNC(=O)C(=O)C3=CNC4=CC=CC=C43,329.359,3.619,3,2,77.75,4,4,25,0
C1=CC2=C(C(=C1)O)NC=C2C(=O)C(=O)NC=CC3=CNC4=C3C=C(C=C4)Br,424.254,4.0871,4,3,97.98,4,4,27,0
CC1=CC=C(N1)C(=O)OC2C(C(CC(C2OC)(C)C)OC3=C(C4=C(CC(C(=O)O4)NC(=O)C5=C(C(=CN5)CC(=O)NC6=CC7=C(C(=C(C=C7)OC8C(C(C(C(O8)(C)C)OC)OC(=O)C9=CC=C(N9)C)O)C)OC6=O)C)C=C3)C)O,1092.165,5.6547,7,17,301.29,15,6,79,0.438596491
CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C,362.771,4.43112,0,6,57.9,6,2,22,0.357142857
CC(C)(C)CN1C2=C(C=C(C=C2)Cl)C(OC(C1=O)CC(=O)NC(CC(=O)O)C(=O)O)C3=CC=CC4=CC=CC=C43,567.038,4.7947,3,5,133.24,8,3,40,0.333333333
C1C(CN1C(=O)C(CC2=CC=CC=C2)NC(=O)C3=CC4=C(N3)C=CC(=C4)Cl)C(=O)O,425.872,2.7054,3,3,102.5,6,3,30,0.227272727
C1CN(CCC1O)C(=O)C(CC2=CC=C(C=C2)F)NC(=O)C3=CC4=C(N3)C=CC(=C4)Cl,443.906,3.2848,3,3,85.43,5,3,31,0.304347826
C1CCC(CC1)CC(C(C(C(=O)O)(F)F)O)N,251.273,1.3649,3,3,83.55,5,0,17,0.909090909
CC1=C(C(=O)C2=CC=CC=C2C1=O)SCCO,248.303,2.0651,1,4,54.37,3,1,17,0.230769231
C1CC1C(C2=CC=C(C=C2)P(=O)(O)O)(C(=O)O)N,271.209,0.1382,4,3,120.85,4,1,18,0.363636364
CC1=CC=C(C=C1)O,108.14,1.70062,1,1,20.23,0,1,8,0.142857143
C=C(C1=CC=CC=C1OCC2=CC(=CC=C2)Cl)N3C=CN=C3,310.784,4.6345,0,2,27.05,5,3,22,0.055555556
C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)[O-])O)C(=O)C=C(O2)C(=O)[O-],466.354,-0.5549,1,11,179.37,8,4,34,0.130434783
C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)C(=O)C=C(O2)C(=O)O,468.37,2.1145,3,9,173.71,8,4,34,0.130434783
CCN(C1=CC=CC=C1C)C(=O)C=CC,203.285,2.92402,0,1,20.31,3,1,15,0.307692308
CC(C1C(=O)NC(C(SSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC=CC=C5)N)(C)C)C(=O)NC(C(C)O)C(=O)N)O,1062.286,-1.2183,14,15,375.31,16,4,74,0.44
CC1(C2=CCC3C4(CC(C(C4(CC(=O)C3(C2CC(C1=O)O)C)C)C(C)(C(=O)C=CC(C)(C)O)O)O)C)C,516.675,2.9285,4,7,132.13,4,0,37,0.766666667
CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3C=C(C(=O)C4(C)C)O)C)C)C)O)O,556.696,4.1902,3,8,138.2,5,0,40,0.6875
CC1(C2=CCC3C4(CC(C(C4(CC(=O)C3(C2C=C(C1=O)O)C)C)C(C)(C(=O)C=CC(C)(C)O)O)O)C)C,514.659,3.6194,4,7,132.13,4,0,37,0.7
COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,368.385,3.3699,2,6,93.06,8,2,27,0.142857143
C1CCN(CC1)C(=O)C2=CC3=C(C=C2)OCCO3,247.294,2.0839,0,3,38.77,1,1,18,0.5
CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)(O)OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+2],1356.396,4.04121,10,18,485.88,26,2,93,0.619047619
CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)(O)OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=CC8=NC(=C(C4=N5)C)C(C8(C)C)CCC(=O)N)N7)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O,1272.453,3.16324,11,18,460.02,26,2,90,0.629032258
CC1CC(CC(C1)(C)C)OC(=O)C(C2=CC=CC=C2)O,276.376,3.478,1,3,46.53,3,1,20,0.588235294
COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(C4C3CCCC4)C(=O)C5=CC=CO5)N)OC,437.5,3.0958,1,8,106.95,4,3,32,0.434782609
CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31,275.395,4.5538,0,1,3.24,3,2,21,0.2
C1CN(C(=N1)N)CC(=O)O,143.146,-1.2987,2,4,78.92,2,0,10,0.6
C1CCCCCC(CCCCC1)N,183.339,3.6184,1,1,26.02,0,0,13,1
CC(=O)OC1=CC=C(C=C1)C(=C2CCCCC2)C3=CC=C(C=C3)OC(=O)C,364.441,5.3032,0,4,52.6,4,2,27,0.304347826
C1CCCC(CC1)N,113.204,1.6679,1,1,26.02,0,0,8,1
CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C,281.352,1.0415,2,4,83.47,3,0,20,0.8
C1CCC(C1)(C(=O)O)N,129.159,0.3425,2,2,63.32,1,0,9,0.833333333
CC(C)CC1C(=O)NCC(=O)N1,170.212,-0.3529,2,2,58.2,2,0,12,0.75
C1CCCC(CCC1)N,127.231,2.058,1,1,26.02,0,0,9,1
C1CCC(C1)CC2NC3=CC(=C(C=C3S(=O)(=O)N2)S(=O)(=O)N)Cl,379.891,1.5976,3,5,118.36,3,1,23,0.538461538
CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O,291.391,2.1801,1,4,49.77,6,1,21,0.588235294
C1CCC(C1)N,85.15,0.8877,1,1,26.02,0,0,6,1
C1CNP(=O)(OC1)N(CCCl)CCCl,261.089,1.884,1,2,41.57,5,0,14,1
CC(=O)C1=C(N2C(C1=O)C3C(C2(C)C)CC4=C5C3=CNC5=CC=C4)O,336.391,2.8279,2,4,73.4,1,2,25,0.4
C1CCN(CC1)CCC(C2CCCC2)(C3=CC=CC=C3)O,287.447,3.9404,1,2,23.47,5,1,21,0.684210526
CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,416.304,6.17798,0,4,59.32,6,2,28,0.272727273
CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,287.406,4.6979,0,1,3.24,0,2,22,0.238095238
CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)OC(=O)C,416.945,4.6076,0,4,60.44,2,0,29,0.708333333
C(CSSCCN)N,152.288,0.2852,2,4,52.04,5,0,8,1
C(CSP(=O)(O)O)N,157.131,-0.229,3,3,83.55,3,0,8,1
C1C(C(C(OC1(C(=O)O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=NC3=O)N)O)O)C(CO)O)O)O,543.375,-4.7769,9,15,293.81,9,1,36,0.705882353
CC1CC=CC2C(C(=C)C(C3C2(C(C=CC(C1)(C)O)OC(=O)C)C(=O)NC3CC4=CC=CC=C4)C)O,493.644,3.7381,3,5,95.86,3,1,36,0.533333333
CC1CC=CC2C(C3(C(O3)(C4C2(C(C=CC(C1=O)(C)O)OC(=O)C)C(=O)NC4CC5=CC=CC=C5)C)C)O,523.626,2.2724,3,7,125.46,3,1,38,0.566666667
CC1CC=CC2C(C(C(C3C2(C(C=CC(C1=O)(C)O)OC(=O)C)C(=O)NC3CC4=CC=CC=C4)C)(C)O)O,525.642,2.1119,4,7,133.16,3,1,38,0.566666667
CC1CC=CC2C(C(C(C3C2(C(C=CC(C1)(C)O)OC(=O)C)C(=O)NC3CC4=CC=CC=C4)C)(C)C)O,509.687,4.2081,3,5,95.86,3,1,37,0.612903226
CC1CC=CC2C3C(O3)(C(C4C2(C(C=CC(C1=O)(C)O)OC(=O)C)C(=O)NC4CC5=CC=CC=C5)C)C,507.627,3.1575,2,6,105.23,3,1,37,0.566666667
CC1CC=CC2C(C(=C(C3C2(C(C=CC(C1=O)(C)O)OC(=O)C)C(=O)NC3CC4=CC=CC=C4)C)C)O,507.627,3.0612,3,6,112.93,3,1,37,0.5
C(CCP(=O)(O)O)CC(C(=O)O)N,211.154,-0.2537,4,3,120.85,6,0,13,0.833333333
[B-](C(CC1=CC=CC2=CC=CC=C21)NC(=O)C)(O)(O)O,274.105,0.342,4,4,89.79,4,2,20,0.214285714
C1=CC=C2C(=C1)C(=CN2CC3=CC=C(C=C3)Cl)C(=O)C(=O)NC4=CC=NC=C4,389.842,4.5594,1,3,63.99,5,4,28,0.045454545
C1=CC=C(C=C1)CC(C(=O)O)NC(=O)NO,224.216,0.3707,4,3,98.66,4,1,16,0.2
CC1=NC=C(C(=C1O)CNC2CONC2=O)COP(=O)(O)O,333.237,-0.77548,5,7,150.24,6,1,22,0.454545455
C1=CC(=CC=C1CC(C(=O)NC(CCCN=C(N)N)C(=O)O)N)O,337.38,-1.115,6,5,177.05,9,1,24,0.4
C1=NC(=C2C(=N1)N(C=N2)CC(C(C(=O)O)O)O)N,253.218,-1.7851,4,7,147.38,4,2,18,0.333333333
CCCCCCCCCCCCCC(=O)NC(C)C(C1=CC=CC=C1)O,361.57,5.9258,2,2,49.33,15,1,26,0.695652174
C(CC(=O)NCS(=O)(=O)O)C(C(=O)O)N,240.237,-1.86,4,5,146.79,6,0,15,0.666666667
C1(C(C(C(C(C1O)OP(=O)(O)O)OP(=O)(O)O)O)O)O,340.114,-3.6006,8,8,214.44,4,0,20,1
CCCCCC(CC=C1C(C=CC1=O)CC=CCCCC(=O)O)O,334.456,4.2004,2,3,74.6,12,0,24,0.6
COC1=CC2=C(C=C1)NC3=C2C4=C(C=C3)C=C[N+](=C4)CCN5CCC(CC5)CCCC6CCN(CC6)CC[N+]7=CC8=C(C=CC9=C8C1=C(N9)C=CC(=C1)OC)C=C7,761.027,9.1487,2,4,64.28,12,8,57,0.387755102
CC1=CN(C(=O)NC1=O)C2C=CC(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O,464.153,-0.35808,5,9,223.91,8,1,28,0.4
C1CC2C(C1)C3CC2CC3OC(=S)[S-],227.374,2.6595,0,3,9.23,1,0,14,0.909090909
C1CC2C(C1)C3CC2CC3OC(=S)S,228.382,3.0424,1,2,9.23,1,0,14,0.909090909
CN(C)N=NC1=C(NC=N1)C(=O)N,182.187,0.0689,2,4,99.73,3,1,13,0.333333333
COC(=O)C1=C(C(=C(C(=C1Cl)Cl)C(=O)OC)Cl)Cl,331.966,3.8734,0,4,52.6,2,1,18,0.2
C1=C(NC(=NC1=O)N)N,126.119,-1.0657,3,4,97.79,0,1,9,0
C1=CC(=CC=C1C2=COC3=CC(=O)C=CC3=C2O)O,254.241,2.8228,2,4,70.67,1,1,19,0
CN1CCC2=CN(C3=C2C1=CC(=O)C3=O)C,216.24,0.6193,0,3,42.31,0,1,16,0.333333333
CN1CCC2=CNC3=C2C1=CC(=O)C3=O,202.213,0.6089,1,3,53.17,0,1,15,0.272727273
COC1=C2C(=CC(=C1C=O)O)C(=O)C3=CC=CC=C3C2=O,282.251,1.9887,1,5,80.67,2,2,21,0.0625
CC12CCC3C(C1CCC2(C#C)O)CCC4=CC5=C(CC34C)C=NO5,337.463,4.221,1,3,46.26,0,1,25,0.681818182
C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,240.214,1.8732,2,4,74.6,0,2,18,0
C1C(=NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-])[O-],313.249,1.3831,0,6,124.37,4,2,23,0.071428571
C1=CC(=O)C(=C2C1=CC=C(O2)O)O,178.143,1.1558,2,4,70.67,0,0,13,0
C1=CC(=CC=C1C2=CC3=C(N2)C=C(C=C3)C(=N)N)C(=N)N,277.331,2.40304,5,2,115.53,3,3,21,0
C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,248.307,1.6838,2,4,86.18,2,2,17,0
CC(C(=O)NC(C1=CC=CC=C1)C(=O)OC(C)(C)C)NC(=O)CC2=CC(=CC(=C2)F)F,432.467,3.2112,2,4,84.5,7,2,31,0.347826087
CC[N+]1=CC=CC=C1C=CC2=CC=C(C=C2)N(C)C,253.369,3.2304,0,1,7.12,4,2,19,0.235294118
CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O,527.526,1.0289,5,11,185.84,4,2,38,0.444444444
CC1C(C(C(C(O1)(C)COC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)(C)C)N)(C)O,597.661,2.4877,5,11,185.84,5,2,43,0.53125
CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC,792.136,12.0818,0,7,94.12,39,0,55,0.717391304
CCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC,793.144,12.7138,1,6,91.29,39,0,55,0.717391304
C1CC2=CC(=CC3=C2N(C1)CCC3)C=C(C#N)C#N,249.317,2.81596,0,3,50.82,1,1,19,0.375
CC1(CCC(C2(C1C(C(C3(C2(C(=O)CC(O3)(C)C=C)O)C)O)O)C)O)C,368.47,0.9491,4,6,107.22,1,0,26,0.85
C1CN(CC2=CC=CC=C21)C(=N)[NH3+],176.243,0.22137,2,1,54.73,0,1,13,0.3
C1CN(CC2=CC=CC=C21)C(=N)N,175.235,0.93817,2,1,53.11,0,1,13,0.3
CC1CC(C23CC(C(C(O2)C(C)CCC(C4=CC(=CC=C4)O)OC)C)OC(=O)CC(OC(=O)CC1(O3)O)C(C)O)(C)C,592.726,4.3867,3,10,140.98,7,1,42,0.75
C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,258.494,3.5196,0,0,0,11,0,18,1
CCCCCCCCCC(=O)O,172.268,3.2117,1,1,37.3,8,0,12,0.9
C=C1C(C(C(O1)(CO)N2C=NC3=C(N=CN=C32)N)O)O,279.256,-1.6807,4,8,139.54,2,2,20,0.363636364
CCCCCCCCCCC1=C(C(=O)C(=C(C1=O)OC)OC)C,322.445,4.4899,0,4,52.6,11,0,23,0.684210526
CC1=C(C(=O)C=CN1C)O,139.154,0.39932,1,2,42.23,0,1,10,0.285714286
CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O,560.693,0.9221,6,9,205.84,23,0,39,0.8
CC(CCC(=O)[O-])C1CCC2C1(C(=O)CC3C2C(=O)CC4C3(CCC(=O)C4)C)C,401.523,2.7386,0,5,91.34,4,0,29,0.833333333
CC(CCC(=O)O)C1CCC2C1(C(=O)CC3C2C(=O)CC4C3(CCC(=O)C4)C)C,402.531,4.0733,1,4,88.51,4,0,29,0.833333333
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N(CC(=O)O)C2CC3=CC=CC=C3C2,452.551,2.6096,2,5,95.94,11,2,33,0.423076923
CCCCCC1=CC(=C2C3CC(=CCC3C(OC2=C1)(C)C)C)O,314.469,5.7358,1,2,29.46,4,1,23,0.619047619
CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O,314.469,5.7358,1,2,29.46,4,1,23,0.619047619
CC(CNCC[N-]CC(C)[NH-])[NH-].C1=CC=C2C(=C1)C3=CC=CC=C3C(=[N-])C2=[N-].[Rh+2],478.406,4.9128,1,1,118.33,7,2,29,0.363636364
CC(CNCCNCC(C)N)N,174.292,-1.14,4,4,76.1,7,0,12,1
C1=CC=C2C(=C1)C3=CC=CC=C3C(=N)C2=N,206.248,3.10294,2,2,47.7,0,2,16,0
CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,505.206,6.49018,0,4,59.32,6,2,28,0.272727273
CN(C)C1C2CC3C(C4=C(C=CC(=C4C(=C3C(=O)C2(C(=O)C(=C(N)O)C1=O)O)O)O)Cl)O,464.858,0.1083,6,10,181.62,1,1,32,0.380952381
CCCCN1C2=C(C(=O)N(C1=O)CCCC)N(C=N2)CC(=O)C,320.393,1.5489,0,4,78.89,8,2,23,0.625
CCC(C#CC#CC(C=CCCCCCC=C)O)O,260.377,2.8177,2,2,40.46,8,0,19,0.529411765
C=CCCCCCC(C=CC#CC#CC(C=C)O)O,258.361,2.5937,2,2,40.46,8,0,19,0.411764706
CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,392.58,4.4779,3,3,77.76,4,0,28,0.958333333
COC1=CC(=CC(=C1OC)OC)CC2C(COC2=O)CC3=CC4=C(C=C3)OCO4,400.427,3.0155,0,7,72.45,7,2,29,0.409090909
C=CC1C2CC3C4=NC5=CC=CC=C5C=C4CN3C(=O)C2=COC1OC6C(C(C(C(O6)CO)O)O)O,496.516,0.4969,4,9,141.81,4,2,36,0.461538462
CN(C1=C(C=CC(=C1)O)O)N=O,168.152,1.2154,2,4,73.13,2,1,12,0.142857143
CCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C(=O)C,400.515,3.5461,1,5,80.67,3,0,29,0.708333333
CC(C1C(O1)C=CC2C(O2)C(C=C)O)O,212.245,0.0051,2,4,65.52,5,0,15,0.636363636
CC1=[N+](C2=CC=CC=C2C(=C1)N)CCCCCCCCCC[N+]3=C(C=C(C4=CC=CC=C43)N)C,456.678,6.17024,2,2,59.8,11,4,34,0.4
CC(C)CC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CNC(=O)CN,392.456,-0.5957,5,5,150.62,11,1,28,0.473684211
CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,266.388,3.5328,1,2,15.27,4,2,20,0.333333333
CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)O)O,943.09,0.0423,9,19,282.21,10,0,66,0.936170213
C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,270.719,3.1295,1,2,41.46,1,2,19,0.066666667
CCCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,293.407,3.7676,2,3,58.56,10,1,21,0.588235294
CCC12CCC3C(C1C=CC2(C#C)O)CCC4=CC(=O)CCC34,310.437,3.6586,1,2,37.3,1,0,23,0.666666667
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C,376.468,2.7808,2,4,74.6,2,0,27,0.727272727
CC(=O)OCC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,372.505,4.2667,0,4,60.44,3,0,27,0.782608696
CCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,735.474,-1.5752,9,16,346.56,17,2,47,0.666666667
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,392.467,1.8957,3,5,94.83,2,0,28,0.727272727
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C5=CC(=CC=C5)S(=O)(=O)O)O)C)O)F)C,576.639,3.0071,3,8,155.27,5,1,40,0.551724138
CCCCCCCCCCCCCCCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)O,630.882,7.9279,2,6,100.9,17,0,45,0.815789474
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COP(=O)([O-])[O-])O)C)O)F)C,470.43,0.7487,2,8,147.02,4,0,32,0.727272727
CC(CC1=CC=CC=C1)N,135.21,1.5763,1,1,26.02,2,1,10,0.333333333
CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC,271.404,3.3834,0,2,12.47,1,1,20,0.666666667
C(CC(C(F)F)(C(=O)O)N)CN,182.17,-0.2275,3,3,89.34,5,0,12,0.833333333
CCCCCCCCCCNC1=CC(=C2C=CNC2=C1)CO,302.462,5.2128,3,2,48.05,11,2,22,0.578947368
CCCCCC=CCC=CCC=CCCCCCCC(=O)O,306.49,6.4407,1,1,37.3,15,0,22,0.65
CC1=C(C(=O)N2C=CSC2=N1)CCN3CCC(=C(C4=CC=CC=C4)C5=CC=C(C=C5)F)CC3,459.59,5.34392,0,4,37.61,5,4,33,0.259259259
C1CN(CCC1=C(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F)CCN4C(=O)C5=CC=CC=C5N=C4S,489.591,5.5613,1,4,38.13,5,4,35,0.214285714
CCCCCCCCCCCCCOC(=O)C1CCC(=O)OC1CO,356.503,4.1547,1,5,72.83,14,0,25,0.9
CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)O,374.908,4.0368,1,3,54.37,1,0,26,0.727272727
CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,284.746,3.1538,0,2,32.67,1,2,20,0.125
CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,304.352,3.58472,0,6,53.47,7,1,19,0.666666667
CCOC(=O)NC1=C(C(=O)C(=C(C1=O)C2CC2)NC(=O)OCC)C3CC3,362.382,1.9586,2,6,110.8,6,0,26,0.555555556
CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,230.676,1.8726,1,3,58.53,0,1,14,0.125
C1=CC(=CC=C1C2C3C4=C(C(C(C5=C3C(=CC(=C5)O)O2)(C6(C(C7=C(C=C(C=C7O)O)C8C(OC9=CC(=CC6=C89)O)C1=CC=C(C=C1)O)C1=CC=C(C=C1)O)O)O)C1=CC=C(C=C1)O)C(=CC(=C4)O)O)O,938.938,8.6402,12,14,261.22,5,8,70,0.142857143
